"","age","edu","inc","car","acc"
"24720",30,"College",98281.0071397204,"Standard",0
"24721",24,"High School",89752.155337662,"Standard",0
"24722",33,"College",114648.132925121,"Standard",0
"24723",24,"College",102982.171419308,"Truck",1
"24724",33,"College",118568.485617508,"Luxury",0
"24725",23,"High School",73135.655803295,"Truck",0
"24726",32,"College",109159.176885308,"Truck",0
"24727",23,"High School",62441.6144117267,"Standard",0
"24728",24,"College",85145.5946205031,"Standard",0
"24729",30,"High School",87945.9227520736,"Standard",0
"24730",68,"College",129872.327172915,"Standard",0
"24731",21,"College",84441.0514264674,"Truck",0
"24732",23,"College",107714.642098984,"Luxury",0
"24733",34,"College",113445.72710602,"Truck",0
"24734",23,"High School",76862.6818318694,"Standard",0
"24735",22,"College",104658.583040558,"Truck",0
"24736",33,"High School",97142.9694404675,"Truck",0
"24737",20,"College",80997.8142296573,"Truck",0
"24738",23,"College",96374.2386123172,"Truck",0
"24739",41,"High School",90697.8320750491,"Truck",0
"24740",28,"High School",82711.9933685728,"Standard",0
"24741",18,"High School",46211.5116619785,"Standard",0
"24742",19,"College",48003.2274078582,"Truck",0
"24743",29,"College",106011.661716578,"Truck",0
"24744",18,"College",46387.1428589917,"Standard",0
"24745",34,"College",119957.401388162,"Luxury",0
"24746",18,"College",45788.6994516321,"Standard",0
"24747",33,"College",116059.268792302,"Standard",0
"24748",20,"High School",35495.8084819106,"Standard",0
"24749",20,"College",66003.4978296298,"Truck",0
"24750",38,"College",132612.993897793,"Standard",0
"24751",23,"High School",71905.6039740816,"Truck",0
"24752",23,"College",88354.7639962546,"Truck",0
"24753",27,"College",94679.8263232096,"Truck",0
"24754",33,"College",112481.310942877,"Truck",0
"24755",19,"College",71012.1987822864,"Standard",0
"24756",24,"College",81307.7266183398,"Standard",0
"24757",23,"College",89340.8809790029,"Truck",0
"24758",22,"High School",62749.6660608522,"Standard",0
"24759",18,"High School",37076.6864818755,"Truck",0
"24760",24,"High School",77867.7861824567,"Standard",0
"24761",18,"College",39451.0612667147,"Truck",0
"24762",30,"College",123271.758785604,"Truck",0
"24763",20,"High School",56813.741231197,"Truck",0
"24764",28,"College",103872.89351513,"Truck",1
"24765",29,"High School",75649.1858050988,"Standard",0
"24766",20,"College",62294.0379050964,"Standard",0
"24767",22,"College",85142.0309094427,"Standard",0
"24768",32,"High School",79415.4705017729,"Standard",0
"24769",27,"College",96213.8687510431,"Truck",0
"24770",22,"College",85885.751796423,"Luxury",0
"24771",36,"College",103760.220077982,"Standard",0
"24772",27,"College",92200.6234245796,"Standard",0
"24773",21,"College",85271.5079722676,"Standard",0
"24774",25,"College",111148.526244256,"Standard",0
"24775",38,"College",127761.108958601,"Luxury",0
"24776",29,"College",103735.182873623,"Standard",0
"24777",80,"High School",92005.5948232083,"Truck",0
"24778",18,"College",58804.0688383251,"Standard",0
"24779",18,"College",66050.5097849768,"Standard",0
"24780",21,"College",74268.1575779386,"Truck",0
"24781",19,"College",59227.6327397839,"Truck",0
"24782",20,"High School",59897.5855545766,"Standard",0
"24783",19,"High School",54168.7198951263,"Standard",0
"24784",22,"College",86987.8918601481,"Standard",0
"24785",26,"College",100362.433902037,"Truck",0
"24786",21,"High School",52115.3181301179,"Standard",0
"24787",25,"High School",84296.9616187506,"Standard",0
"24788",30,"High School",92860.863723907,"Standard",0
"24789",26,"College",97238.5199858191,"Truck",0
"24790",19,"College",57799.5917174499,"Standard",0
"24791",18,"High School",41083.6374910171,"Standard",0
"24792",32,"College",117055.07100674,"Luxury",0
"24793",18,"College",38193.3145476075,"Truck",0
"24794",25,"College",117414.757294355,"Standard",0
"24795",22,"College",64220.0550486017,"Standard",0
"24796",21,"College",88703.7113814346,"Standard",0
"24797",55,"College",143705.691632608,"Luxury",0
"24798",18,"College",54272.0513373514,"Standard",0
"24799",27,"College",90872.4310080969,"Luxury",0
"24800",19,"College",63161.9506566052,"Standard",0
"24801",35,"High School",87902.4235246771,"Standard",0
"24802",27,"High School",93767.6857375358,"Standard",0
"24803",27,"College",112541.904338045,"Luxury",0
"24804",18,"College",52999.3276618993,"Truck",0
"24805",18,"High School",50782.017138657,"Standard",0
"24806",36,"College",128484.201550385,"Truck",0
"24807",49,"College",150843.166298859,"Luxury",0
"24808",27,"High School",90822.4926862982,"Truck",0
"24809",19,"High School",58150.3883083909,"Standard",0
"24810",21,"College",68856.6029319047,"Truck",0
"24811",27,"High School",102550.673711221,"Truck",0
"24812",30,"College",97026.3714321372,"Standard",0
"24813",39,"High School",111056.663295098,"Luxury",0
"24814",32,"High School",100632.412281928,"Standard",0
"24815",32,"College",102309.537348253,"Standard",0
"24816",24,"High School",82142.5305214918,"Truck",0
"24817",21,"High School",76378.9265579605,"Standard",0
"24818",31,"High School",72323.7644358126,"Standard",0
"24819",23,"College",75323.2912692564,"Truck",0
"24820",22,"College",86028.3099352056,"Truck",0
"24821",31,"College",104244.219530762,"Truck",0
"24822",19,"College",64103.8359814511,"Truck",0
"24823",19,"High School",50113.5290126414,"Standard",0
"24824",41,"College",126499.37831261,"Luxury",0
"24825",27,"College",109498.600323308,"Truck",0
"24826",23,"College",79736.1650090228,"Truck",0
"24827",22,"High School",66399.1425675039,"Truck",0
"24828",25,"High School",79700.9471710061,"Standard",0
"24829",21,"College",88206.2531578623,"Standard",0
"24830",18,"College",39319.6332958272,"Standard",0
"24831",27,"High School",80887.0617614412,"Standard",0
"24832",19,"College",70051.3268338343,"Standard",0
"24833",32,"High School",78676.5442360566,"Standard",0
"24834",20,"College",76386.8979020831,"Standard",0
"24835",20,"High School",64188.0314365536,"Standard",0
"24836",24,"High School",75462.751180908,"Truck",0
"24837",20,"College",80407.6917419195,"Truck",0
"24838",20,"High School",53182.8072453374,"Truck",0
"24839",23,"College",85068.2871477056,"Standard",0
"24840",32,"College",105913.070715242,"Luxury",0
"24841",18,"College",44605.0737572357,"Standard",0
"24842",25,"College",118109.43497917,"Standard",0
"24843",18,"High School",45154.5263310804,"Standard",0
"24844",20,"High School",60385.7485734265,"Truck",0
"24845",21,"High School",91039.7192287332,"Standard",0
"24846",28,"College",117468.329785479,"Luxury",0
"24847",23,"College",99100.4497161705,"Truck",0
"24848",18,"College",47125.2403527677,"Standard",0
"24849",21,"College",74535.0074834871,"Standard",0
"24850",18,"High School",46867.7229121987,"Standard",0
"24851",18,"College",44007.6257728554,"Standard",0
"24852",22,"College",93848.2427907807,"Truck",0
"24853",20,"College",100294.064031148,"Standard",0
"24854",21,"College",91802.5203216679,"Standard",0
"24855",40,"College",125960.556137299,"Standard",1
"24856",37,"High School",99045.4719118204,"Standard",0
"24857",18,"College",44870.6285119559,"Truck",0
"24858",40,"College",98127.591763547,"Standard",1
"24859",19,"High School",50408.8664026177,"Standard",0
"24860",21,"College",87921.9473720906,"Truck",0
"24861",25,"College",99609.5927840106,"Luxury",0
"24862",22,"College",73059.8467547159,"Standard",0
"24863",28,"College",88256.9041797117,"Luxury",0
"24864",24,"College",124074.805068415,"Standard",0
"24865",26,"College",94552.645024455,"Truck",0
"24866",25,"College",102161.466919146,"Standard",0
"24867",18,"High School",32945.8703560927,"Standard",0
"24868",25,"College",95417.7033083275,"Standard",0
"24869",18,"College",43950.7538019446,"Standard",0
"24870",23,"High School",78929.0981857429,"Truck",0
"24871",22,"College",90788.521091971,"Standard",0
"24872",25,"High School",85038.0825135801,"Truck",0
"24873",29,"College",109881.361106725,"Luxury",0
"24874",40,"College",113174.945378436,"Luxury",0
"24875",21,"High School",43940.5571532198,"Truck",0
"24876",22,"College",72042.2429162235,"Standard",0
"24877",22,"College",87876.6881934176,"Standard",0
"24878",43,"High School",107273.776515284,"Standard",0
"24879",20,"College",99689.2389562965,"Truck",0
"24880",26,"College",97783.5322512192,"Truck",0
"24881",19,"College",73102.8660465282,"Standard",0
"24882",21,"College",71018.6604608648,"Truck",0
"24883",24,"College",89503.2513003462,"Luxury",0
"24884",19,"College",71284.7184163545,"Standard",0
"24885",18,"High School",34257.4206830504,"Standard",0
"24886",40,"High School",80981.4592776464,"Truck",0
"24887",18,"College",41233.7569940583,"Truck",0
"24888",25,"College",95891.3125998373,"Luxury",1
"24889",19,"College",61087.6068318844,"Standard",0
"24890",21,"College",68285.1439636183,"Truck",0
"24891",49,"College",118425.323092767,"Luxury",0
"24892",19,"College",55589.1663771932,"Standard",0
"24893",18,"College",55538.9156387037,"Truck",0
"24894",19,"College",69864.7336608323,"Standard",0
"24895",24,"College",105719.15186759,"Standard",0
"24896",23,"High School",81444.3047200004,"Standard",1
"24897",19,"College",60042.8848946061,"Standard",0
"24898",35,"College",97935.2044159639,"Luxury",0
"24899",20,"College",91918.7786191687,"Truck",0
"24900",28,"High School",83330.6407302326,"Standard",0
"24901",19,"College",44850.1855652789,"Standard",1
"24902",30,"College",104612.396600541,"Truck",0
"24903",41,"College",129637.828896836,"Standard",0
"24904",24,"College",112520.414046511,"Truck",0
"24905",82,"High School",107270.588650915,"Standard",0
"24906",20,"College",75017.5961358821,"Standard",0
"24907",28,"High School",90294.8074777953,"Truck",0
"24908",20,"College",64257.0206105688,"Standard",0
"24909",27,"College",103571.951166179,"Standard",0
"24910",25,"High School",85640.7447680983,"Standard",0
"24911",26,"College",103195.909005047,"Standard",0
"24912",19,"College",68922.1098405884,"Standard",0
"24913",77,"High School",119242.158208141,"Luxury",0
"24914",21,"College",72689.0563504688,"Truck",0
"24915",20,"College",78762.5692598551,"Truck",0
"24916",25,"College",99151.3045830526,"Truck",0
"24917",21,"College",63965.6180246754,"Standard",0
"24918",18,"College",43490.2550747673,"Standard",0
"24919",21,"College",100227.007652368,"Truck",0
"24920",21,"High School",71856.5970094086,"Standard",1
"24921",18,"College",42650.133185934,"Standard",0
"24922",22,"College",85738.3233712016,"Standard",0
"24923",18,"College",39357.664446166,"Truck",0
"24924",28,"College",121513.275200176,"Standard",0
"24925",21,"College",70757.641813197,"Truck",0
"24926",21,"High School",69409.0746899968,"Standard",0
"24927",24,"College",104410.236322657,"Standard",0
"24928",18,"High School",48865.809463366,"Standard",0
"24929",22,"High School",63857.4186258334,"Standard",0
"24930",25,"High School",86074.0125140743,"Truck",0
"24931",20,"College",86403.2238813684,"Standard",0
"24932",22,"College",88730.1911284377,"Truck",0
"24933",18,"College",38086.7340984025,"Truck",0
"24934",34,"High School",87700.7837656883,"Standard",0
"24935",27,"College",107415.252432804,"Truck",0
"24936",24,"High School",85254.9491398263,"Truck",0
"24937",21,"High School",44929.6169174721,"Truck",0
"24938",22,"High School",69204.2405188192,"Standard",1
"24939",18,"College",36116.0013975504,"Standard",0
"24940",38,"College",119147.862446529,"Luxury",0
"24941",26,"College",95574.9650105792,"Standard",0
"24942",23,"College",80317.1430665076,"Standard",0
"24943",23,"College",95188.7272003884,"Standard",0
"24944",20,"High School",69120.3815615376,"Standard",0
"24945",21,"High School",67700.5921544074,"Standard",1
"24946",19,"College",79181.2923908785,"Standard",0
"24947",18,"College",29487.7402663107,"Truck",1
"24948",25,"College",104432.687453824,"Luxury",0
"24949",24,"High School",65327.0540401946,"Standard",0
"24950",18,"High School",51931.28786973,"Truck",0
"24951",49,"College",122840.330933335,"Luxury",0
"24952",41,"College",128482.13419575,"Luxury",0
"24953",18,"College",36665.9608152855,"Truck",0
"24954",20,"College",71968.9512462489,"Truck",0
"24955",39,"College",119187.542491983,"Truck",0
"24956",21,"College",76026.1619922952,"Standard",0
"24957",27,"College",117741.963648115,"Luxury",0
"24958",35,"College",118471.444287643,"Standard",0
"24959",21,"High School",59687.9404567682,"Truck",0
"24960",18,"High School",40480.2104019504,"Truck",0
"24961",32,"College",94841.0935493989,"Truck",0
"24962",26,"College",95204.4892476343,"Standard",0
"24963",21,"College",59670.0324101516,"Standard",0
"24964",27,"College",100471.809729268,"Standard",0
"24965",18,"College",35005.9244037792,"Standard",0
"24966",19,"College",50139.6659559009,"Standard",0
"24967",23,"College",92111.6899288389,"Luxury",0
"24968",24,"High School",56377.4561478159,"Truck",0
"24969",18,"College",47779.7136996567,"Truck",0
"24970",24,"High School",83713.7525189072,"Truck",0
"24971",45,"High School",93363.0382255283,"Truck",0
"24972",22,"College",85972.140606711,"Luxury",0
"24973",20,"College",64075.7342807107,"Standard",1
"24974",19,"College",50686.2077345626,"Truck",0
"24975",19,"College",53315.3523655999,"Standard",0
"24976",18,"College",42562.7609853387,"Truck",0
"24977",20,"College",82751.0981187896,"Truck",0
"24978",23,"College",90649.4325855345,"Truck",0
"24979",22,"College",68477.6440511889,"Standard",0
"24980",38,"College",122982.405771051,"Standard",0
"24981",24,"College",86883.5763936621,"Standard",0
"24982",23,"High School",79819.3882300542,"Standard",0
"24983",22,"High School",67891.9423537898,"Standard",0
"24984",44,"College",129330.826153737,"Truck",0
"24985",25,"High School",75059.1821042267,"Standard",0
"24986",25,"High School",65095.1420010036,"Standard",0
"24987",23,"College",109118.934214827,"Truck",0
"24988",19,"College",58359.4561629498,"Truck",0
"24989",23,"College",96262.0277081563,"Standard",0
"24990",18,"College",48149.3633698211,"Standard",1
"24991",24,"College",84099.1938417377,"Standard",0
"24992",19,"High School",51215.5979896689,"Truck",0
"24993",19,"College",53918.4142728877,"Standard",0
"24994",29,"College",84707.984816416,"Truck",0
"24995",45,"High School",106728.222296973,"Standard",0
"24996",21,"College",78477.3323953379,"Standard",0
"24997",20,"College",60466.3370356942,"Truck",0
"24998",19,"College",59588.1997364488,"Standard",0
"24999",18,"College",49567.1038551692,"Standard",0
"25000",19,"College",73958.8720924227,"Truck",0
"25001",29,"High School",82727.3578974393,"Standard",0
"25002",20,"College",66906.4966445855,"Standard",0
"25003",20,"College",75615.0780399027,"Truck",0
"25004",31,"College",105300.707124449,"Standard",0
"25005",21,"High School",54713.1595472129,"Standard",0
"25006",32,"High School",71614.7367514367,"Truck",0
"25007",18,"College",50052.9452868607,"Truck",0
"25008",30,"College",100656.046264195,"Luxury",0
"25009",32,"College",122829.238985737,"Truck",0
"25010",34,"High School",66461.8213352464,"Standard",0
"25011",19,"High School",34509.8341706891,"Standard",0
"25012",22,"College",86314.0602204838,"Standard",0
"25013",18,"College",25512.1969287255,"Standard",0
"25014",23,"High School",71433.7722937403,"Truck",0
"25015",18,"College",36603.2921561154,"Standard",1
"25016",28,"High School",99560.0024781282,"Standard",0
"25017",30,"College",102182.825645461,"Standard",0
"25018",34,"College",108744.636976047,"Luxury",0
"25019",21,"High School",58057.4860377957,"Truck",0
"25020",19,"High School",49942.8193238067,"Standard",0
"25021",22,"College",86741.7233724342,"Standard",0
"25022",22,"College",87145.4781692058,"Truck",0
"25023",21,"College",81296.9201119527,"Luxury",0
"25024",30,"College",100969.125702847,"Standard",0
"25025",19,"College",55324.8604150555,"Truck",0
"25026",20,"High School",59964.3795841277,"Standard",0
"25027",24,"College",92709.8360985288,"Truck",1
"25028",24,"College",94081.1158983178,"Standard",0
"25029",18,"College",36844.3862311687,"Standard",0
"25030",24,"High School",88514.7904467137,"Luxury",0
"25031",19,"College",40730.6231813758,"Standard",0
"25032",18,"High School",40473.1858040758,"Truck",0
"25033",31,"College",114529.420589723,"Truck",0
"25034",20,"College",81108.5523044662,"Truck",0
"25035",20,"College",77687.6059377156,"Truck",0
"25036",22,"High School",88534.6488180929,"Standard",0
"25037",18,"College",51361.2569177287,"Truck",0
"25038",22,"College",80875.8069046923,"Standard",0
"25039",20,"College",75570.9888719325,"Standard",0
"25040",26,"High School",78011.4472848714,"Standard",0
"25041",33,"College",103011.87640523,"Truck",0
"25042",26,"High School",87429.6895572527,"Standard",0
"25043",18,"High School",44763.3796011659,"Truck",1
"25044",18,"College",44892.3043133813,"Truck",0
"25045",22,"High School",60668.5982870955,"Standard",0
"25046",26,"College",97341.5498116662,"Standard",0
"25047",19,"College",56117.3330789037,"Truck",0
"25048",24,"College",104780.300535273,"Truck",0
"25049",35,"College",115554.822877161,"Luxury",0
"25050",34,"College",115717.810943927,"Standard",1
"25051",20,"College",81543.2753102647,"Standard",0
"25052",27,"High School",91956.1597624464,"Standard",1
"25053",41,"College",127545.102849495,"Standard",0
"25054",30,"High School",103118.331988578,"Standard",0
"25055",28,"College",94963.5172050885,"Truck",0
"25056",19,"High School",63286.2260813938,"Standard",0
"25057",23,"College",91765.5128351315,"Standard",0
"25058",22,"College",81023.0772023997,"Standard",1
"25059",28,"High School",82570.5498852826,"Standard",0
"25060",23,"College",105015.419536444,"Standard",0
"25061",28,"College",96010.7299898092,"Standard",0
"25062",20,"High School",54347.3706074902,"Standard",0
"25063",20,"High School",73893.8526639895,"Standard",0
"25064",23,"College",78444.9809230329,"Standard",0
"25065",23,"High School",69545.8328374124,"Standard",0
"25066",18,"High School",32757.2273457746,"Truck",0
"25067",25,"College",95659.0874397688,"Standard",0
"25068",20,"High School",59853.2865807441,"Standard",0
"25069",27,"High School",93191.5202936661,"Truck",0
"25070",19,"College",54827.6607656007,"Standard",0
"25071",18,"College",44964.3091475243,"Standard",0
"25072",32,"College",105895.455151981,"Standard",0
"25073",39,"College",117231.826894175,"Truck",0
"25074",36,"College",119467.022594922,"Luxury",0
"25075",24,"College",104673.095225595,"Truck",0
"25076",23,"College",100580.871170275,"Luxury",0
"25077",21,"High School",68524.8870991378,"Standard",0
"25078",19,"College",60219.3021351768,"Truck",0
"25079",23,"College",78550.4499706752,"Truck",0
"25080",22,"College",72854.2995394705,"Standard",1
"25081",29,"College",93731.9281349485,"Standard",0
"25082",29,"College",99768.4692674697,"Standard",0
"25083",19,"High School",59661.9493323514,"Standard",0
"25084",20,"High School",61311.3682037898,"Standard",0
"25085",18,"High School",49682.1571500155,"Truck",0
"25086",28,"College",92410.8482192971,"Luxury",0
"25087",19,"College",78369.0869938687,"Truck",1
"25088",19,"High School",54118.477949485,"Truck",0
"25089",24,"College",88901.6648036012,"Standard",0
"25090",30,"College",92831.6086375934,"Truck",0
"25091",33,"College",117727.637686412,"Standard",0
"25092",22,"High School",61180.699677595,"Standard",0
"25093",22,"College",92842.4482728797,"Truck",0
"25094",20,"College",98881.4180285404,"Luxury",0
"25095",26,"College",98666.3457897858,"Standard",0
"25096",19,"College",60812.5098408274,"Standard",0
"25097",28,"High School",91933.6602593453,"Luxury",1
"25098",23,"College",98939.1752846901,"Truck",0
"25099",21,"High School",53568.4963896221,"Standard",0
"25100",20,"College",75334.7535005349,"Truck",0
"25101",23,"College",75834.2228277743,"Standard",0
"25102",18,"College",36031.047729977,"Standard",0
"25103",48,"College",124741.243234103,"Standard",0
"25104",20,"College",81092.7220674484,"Standard",0
"25105",21,"College",78705.5109825564,"Truck",0
"25106",18,"College",57428.8695682753,"Standard",0
"25107",27,"College",110426.445122145,"Standard",0
"25108",24,"College",108572.979115128,"Luxury",0
"25109",20,"High School",52772.7623214756,"Standard",0
"25110",24,"College",96094.4592532056,"Truck",0
"25111",18,"College",34275.1775751956,"Truck",0
"25112",19,"College",59051.878336803,"Truck",0
"25113",34,"College",106045.40243147,"Standard",0
"25114",18,"High School",34592.1595952715,"Standard",0
"25115",23,"College",84018.070415141,"Standard",0
"25116",22,"College",92420.7381218575,"Truck",0
"25117",20,"College",76685.1391683049,"Standard",0
"25118",27,"College",82256.9647563192,"Standard",0
"25119",28,"College",106959.83533297,"Truck",0
"25120",31,"College",122406.140540702,"Standard",0
"25121",23,"College",73517.0616043594,"Standard",0
"25122",21,"College",84002.7385502157,"Standard",0
"25123",21,"College",76711.2243353848,"Truck",0
"25124",22,"College",90756.3932201128,"Standard",0
"25125",18,"College",41967.6548648226,"Standard",0
"25126",19,"College",42875.7846192032,"Standard",0
"25127",46,"College",126852.861845247,"Luxury",0
"25128",38,"College",108210.874848005,"Standard",0
"25129",19,"College",61472.561694994,"Standard",0
"25130",18,"College",38415.2391985827,"Truck",0
"25131",18,"College",45522.4340212105,"Truck",0
"25132",37,"College",115457.85952064,"Luxury",0
"25133",28,"College",124708.624233695,"Luxury",0
"25134",22,"College",84815.3121614864,"Standard",0
"25135",22,"High School",71307.349574503,"Truck",0
"25136",52,"High School",97050.0851621017,"Standard",0
"25137",22,"College",95129.3826385434,"Standard",0
"25138",23,"College",86821.9301581102,"Standard",0
"25139",22,"High School",79936.8148495869,"Truck",0
"25140",25,"College",107845.158468735,"Standard",0
"25141",28,"High School",103471.575866641,"Luxury",0
"25142",19,"College",65976.3782687006,"Standard",0
"25143",21,"High School",56581.4579734803,"Standard",0
"25144",26,"College",120196.231531405,"Truck",0
"25145",33,"College",123955.04036469,"Truck",0
"25146",27,"College",113468.228488728,"Truck",0
"25147",19,"High School",61968.6826488584,"Standard",0
"25148",20,"College",73516.9494421059,"Truck",0
"25149",18,"College",23237.761219434,"Standard",0
"25150",19,"College",56155.5099331771,"Truck",0
"25151",22,"High School",70665.9660757726,"Truck",0
"25152",20,"College",67080.2902084373,"Standard",0
"25153",28,"College",102834.485030067,"Luxury",0
"25154",18,"College",47472.9921140761,"Standard",1
"25155",30,"College",107266.552391762,"Standard",0
"25156",20,"College",82601.5789945043,"Standard",0
"25157",21,"College",60982.1445111562,"Truck",0
"25158",48,"High School",80925.7457153855,"Truck",0
"25159",22,"High School",66472.5148313716,"Standard",0
"25160",26,"College",101509.702871599,"Standard",0
"25161",23,"College",75102.5889636122,"Standard",0
"25162",21,"College",65143.1695833431,"Truck",0
"25163",22,"College",81888.2473603019,"Standard",0
"25164",18,"College",46897.4290442533,"Standard",0
"25165",19,"High School",56607.4950775084,"Standard",0
"25166",29,"High School",85102.916613164,"Standard",0
"25167",20,"College",74589.0866294338,"Truck",0
"25168",18,"College",33404.2591084178,"Truck",0
"25169",18,"College",30608.5697767012,"Standard",0
"25170",36,"High School",92192.5886708108,"Truck",0
"25171",30,"College",110503.768952897,"Standard",0
"25172",27,"High School",71530.023942916,"Standard",0
"25173",22,"College",88991.1283840065,"Truck",0
"25174",19,"College",52736.8156164516,"Standard",0
"25175",43,"College",126321.593867096,"Standard",0
"25176",24,"College",96425.7694758617,"Truck",1
"25177",20,"College",88711.8351981107,"Truck",0
"25178",24,"College",79627.8954013164,"Standard",0
"25179",20,"College",63872.6132054013,"Standard",0
"25180",29,"High School",69625.2422874785,"Standard",0
"25181",21,"High School",65238.6035963871,"Standard",0
"25182",27,"College",119416.039564815,"Luxury",0
"25183",24,"College",107842.304217305,"Truck",0
"25184",54,"College",150602.84479252,"Truck",0
"25185",23,"College",78373.6924070389,"Truck",0
"25186",23,"College",108721.604281075,"Truck",0
"25187",25,"High School",76112.1953490858,"Truck",0
"25188",18,"College",45394.9423343306,"Truck",0
"25189",23,"College",81800.9318411227,"Standard",0
"25190",18,"College",33167.2084921227,"Truck",0
"25191",27,"College",92034.772181389,"Standard",0
"25192",22,"College",76254.2326402229,"Standard",0
"25193",22,"College",73259.3670003869,"Truck",0
"25194",19,"College",69074.5593970304,"Truck",0
"25195",24,"High School",77711.5246600073,"Standard",0
"25196",21,"College",69451.3798834279,"Standard",0
"25197",36,"High School",96010.632826436,"Standard",0
"25198",27,"College",124186.693565424,"Standard",0
"25199",20,"College",78973.3853637702,"Standard",0
"25200",20,"College",44971.5426693325,"Truck",0
"25201",20,"College",79287.6559606289,"Standard",0
"25202",40,"High School",104351.281579778,"Standard",0
"25203",18,"High School",45941.3672814531,"Standard",0
"25204",27,"College",99960.915450011,"Truck",0
"25205",21,"High School",66184.9538830632,"Standard",0
"25206",19,"College",58309.5153185856,"Standard",0
"25207",22,"College",79289.5611801029,"Standard",0
"25208",20,"College",64112.0365481313,"Standard",0
"25209",23,"High School",73868.6085759238,"Truck",0
"25210",22,"College",63820.7441672967,"Truck",0
"25211",19,"College",72368.9213807808,"Truck",0
"25212",29,"College",124997.731145036,"Luxury",0
"25213",29,"College",117687.470455066,"Luxury",0
"25214",23,"High School",88697.7170319548,"Truck",0
"25215",21,"College",76573.5576590987,"Standard",0
"25216",25,"College",108895.392551591,"Truck",0
"25217",18,"College",18424.9741917606,"Standard",0
"25218",39,"High School",74199.0540895071,"Standard",0
"25219",25,"High School",70291.8240345242,"Standard",1
"25220",27,"College",100018.151445229,"Standard",0
"25221",23,"High School",61873.6231176537,"Standard",0
"25222",18,"High School",38468.9442805011,"Truck",0
"25223",24,"College",90258.8616861857,"Standard",0
"25224",52,"College",139203.691822978,"Luxury",0
"25225",26,"High School",90208.8196432311,"Luxury",0
"25226",21,"College",91076.624797103,"Standard",0
"25227",18,"College",42420.8100466694,"Truck",0
"25228",21,"College",77641.2175794569,"Standard",0
"25229",21,"College",86525.6339553193,"Standard",0
"25230",19,"College",58710.6773837413,"Standard",0
"25231",26,"High School",78294.4758172892,"Truck",0
"25232",31,"College",124718.257595515,"Truck",0
"25233",22,"College",93129.1915681856,"Truck",1
"25234",28,"College",110344.523322607,"Luxury",0
"25235",39,"College",127435.518320556,"Truck",0
"25236",21,"College",81150.6175621172,"Standard",0
"25237",19,"College",77417.633993202,"Truck",0
"25238",27,"High School",74336.5977444703,"Truck",0
"25239",27,"High School",71270.2864299989,"Truck",0
"25240",23,"College",87633.2233755035,"Standard",0
"25241",22,"High School",54116.6174797215,"Truck",0
"25242",28,"College",120614.608429168,"Luxury",2
"25243",26,"College",109837.374380192,"Standard",0
"25244",18,"College",64404.9703624231,"Standard",0
"25245",39,"College",113988.236276471,"Luxury",0
"25246",22,"College",84416.6181068311,"Standard",0
"25247",19,"College",64155.0041730861,"Truck",0
"25248",25,"High School",67919.300577394,"Standard",0
"25249",22,"College",92642.8505082783,"Standard",0
"25250",18,"College",42486.6504879725,"Truck",0
"25251",22,"High School",73878.3065517893,"Standard",0
"25252",24,"High School",87052.247136858,"Standard",0
"25253",18,"College",35088.6496949936,"Truck",0
"25254",18,"High School",45854.6832131782,"Truck",0
"25255",27,"College",103133.554942923,"Truck",0
"25256",20,"High School",60191.7632208436,"Truck",0
"25257",39,"College",122595.624229728,"Luxury",0
"25258",24,"High School",79009.8444260244,"Truck",0
"25259",19,"High School",57777.9049745928,"Standard",0
"25260",22,"High School",73472.1352875058,"Truck",0
"25261",28,"College",107271.551262571,"Standard",0
"25262",20,"College",60852.9246701551,"Truck",0
"25263",27,"High School",77856.8641716752,"Standard",0
"25264",21,"College",81996.3265941521,"Truck",0
"25265",19,"High School",56747.3957372741,"Truck",0
"25266",18,"High School",60442.7131202972,"Standard",0
"25267",18,"College",57124.14383962,"Standard",0
"25268",18,"College",50623.2439788663,"Truck",0
"25269",22,"College",83399.4116151271,"Standard",0
"25270",26,"High School",64415.1927819264,"Truck",0
"25271",32,"College",103373.223673703,"Luxury",0
"25272",23,"High School",94143.2776117061,"Standard",0
"25273",20,"High School",58234.217693392,"Standard",0
"25274",22,"College",84506.8845059823,"Standard",1
"25275",22,"College",74689.8465536225,"Standard",0
"25276",22,"College",104488.243192673,"Standard",0
"25277",19,"High School",48361.7589608713,"Standard",0
"25278",44,"High School",99053.8363623112,"Truck",0
"25279",23,"High School",88138.2081013567,"Truck",0
"25280",18,"High School",31588.3799513039,"Standard",0
"25281",23,"High School",60719.2213268227,"Truck",0
"25282",25,"High School",73406.2257058395,"Truck",0
"25283",20,"High School",71185.8522775578,"Truck",0
"25284",20,"High School",73534.2895057207,"Standard",0
"25285",19,"College",62974.2733302026,"Truck",0
"25286",29,"High School",90090.2471123132,"Truck",0
"25287",23,"College",89581.4817857178,"Truck",0
"25288",34,"College",106944.858311126,"Luxury",0
"25289",18,"College",51003.9566078085,"Standard",0
"25290",19,"College",66516.2983565385,"Standard",0
"25291",33,"High School",91872.6382607386,"Truck",0
"25292",28,"College",112563.359399359,"Truck",0
"25293",19,"College",73183.7806997606,"Truck",0
"25294",27,"College",103439.125835197,"Standard",0
"25295",28,"College",112724.12514446,"Standard",0
"25296",18,"College",52986.5051979821,"Standard",0
"25297",24,"High School",88548.7613580635,"Standard",0
"25298",18,"College",47042.0982474189,"Truck",0
